"ID","DeviceFlag4G","DataArpu","DataAllowanceContinuous","DataAllowanceOneShot","DeviceFlagSmartphone","MonthlyVoiceTrafficCount","MonthlySMSTrafficCount","CustomerAge","EstimatedDevicePrice","MonthlyDataTraffic","CustomerGender","CustomerExpatriate","Province","Region","ZipCode","ChurnScore","AirportConnectionsDuration","AirportConnectionsCount","StationConnectionsDuration","StationConnectionsCount","ParkingConnectionsDuration","ParkingConnectionsCount","File-Transfer","Games","Instant-Messaging-Applications","Mail","Music-Streaming","Network-Operation","P2P-Applications","Security","Streaming-Applications","Terminals","Unclassified","VoIP","Web-Applications","Product"
8762,0.0,0.031017210769390326,0.10536201412775428,"",1.0,0.02734375,0.00012484394506866417,"(40, 50]","",0.04522271256570801,1.0,0.0,"UDINE","FRIULI-VENEZIA GIULIA","33100","",0.0,0.0,0.0,0.0,0.08477212630269094,0.17266187050359713,0.015016335857836266,0.0,0.005151918854534272,0.0023737311492529308,0.0,0.0,2.6143946589505787e-06,0.0005081503873628796,0.7299039650835881,0.0,0.0014061597606959911,0.0014294967032602833,0.2442076278088103,"V-Pet"
7440,0.0,0.10856023769286618,0.03814827943787055,"",1.0,0.20768229166666666,0.0008739076154806491,"(30, 40]","",0.02798089224870802,1.0,0.0,"CATANIA","SICILIA","95040",0.03635814169092917,0.0,0.0,0.0,0.0,0.0,0.0,0.0026371836096497595,0.00012379751084571955,0.07628184248836023,1.9842684772076765e-06,6.398534536116181e-06,3.459062615672843e-07,4.3940942878410666e-05,9.359908977772923e-05,0.28186291681859005,0.0,0.005418409022081468,0.007029704864999006,0.6264998769435427,"Non-Customer"
2388,0.0,0.15508605384695165,0.043853424026932306,"",1.0,0.04427083333333333,0.0006242197253433209,"(50, 60]","",0.07015523747018335,0.0,0.0,"SAVONA","LIGURIA","17015",0.5581460237693762,0.0,0.0,0.0,0.0,0.0,0.0,0.3519622254535899,4.020597877156786e-05,0.18619525391642608,0.001991436302369667,0.0,0.0,1.6009068668783631e-06,0.0003596307208586722,0.12849709912892548,0.0,0.00841653988422106,0.003072627915449525,0.31946337979252115,"Non-Customer"
2215,0.0,0.15508605384695165,0.010513985334602693,"",1.0,0.043619791666666664,0.00012484394506866417,"(60, 70]",0.2168674698795181,0.0049480180865155874,1.0,0.0,"CAGLIARI","SARDEGNA","09032",0.052496895377678036,0.0,0.0,0.0,0.0,0.0,0.0,0.1898071486078895,0.003496852946741464,0.2272651129533306,0.0032793779753382017,0.0244680355490366,0.0,3.5319002647532465e-07,0.0033803388458212656,0.008631539561073681,0.0,0.00418863209539924,0.00029701851307439267,0.5351855897622686,"Non-Customer"
12351,1.0,"",0.027094561796563405,"",1.0,0.12825520833333331,0.0,"(60, 70]",0.6144578313253013,0.0033713251680438185,1.0,0.0,"TREVISO","VENETO","31010",0.1562565969820923,0.0,0.0,0.0,0.0,0.7948358998289005,1.0,0.019399059937628096,0.0,0.22512012472901227,0.012883063782905248,0.0008440898954781969,0.0,3.8693778487311114e-07,0.00014462969027114288,0.05340700271583977,0.0,0.02497220776839513,0.03530184997463665,0.6279275845680486,"Non-Customer"
1955,1.0,0.10856023769286618,0.054728855899831265,"",1.0,0.12369791666666666,0.0,"(20, 30]",0.7228915662650603,0.030727506651613286,0.0,0.0,"AREZZO","TOSCANA","52010",0.05635921345584052,0.0,0.0,0.0,0.0,0.0,0.0,0.03710206757603832,0.0005802013210254243,0.016508101794623774,0.017131774021659142,0.002463269063110385,0.0003168350228914244,0.00035429389863072175,0.06566067160167098,0.11633250747121755,0.0,0.0010133153403491901,9.785119777960974e-05,0.7424391116910035,"Non-Customer"
9285,1.0,0.15508605384695165,0.021567702975909833,"",1.0,0.018880208333333332,0.0,"(70, 80]",0.26506024096385544,0.018941018227506407,1.0,0.0,"PERUGIA","UMBRIA","06132",0.3122239048246943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"V-Bag"
3867,1.0,"",0.021567702975909833,"",1.0,0.00390625,0.0007490636704119849,"(60, 70]","",0.0006269663404927227,1.0,0.0,"GENOVA","LIGURIA","16143","",0.0,0.0,0.0,0.0,0.0,0.0,0.007712125296051559,0.0002580344200120819,0.057664557571534825,0.06191011355459568,0.0,0.0,0.0,0.0010467051404884644,0.06017694787948887,0.0,0.0035974591865902553,0.006579143129561461,0.8010549138216768,"V-Pet"
11828,1.0,0.1395774484622565,0.021567702975909833,"",1.0,0.10481770833333333,0.0056179775280898875,"(20, 30]",0.6265060240963857,0.024603827768887147,0.0,0.0,"CAGLIARI","SARDEGNA","09122",0.059825061863592786,0.6617353058776491,0.7552083333333337,0.0,0.0,0.5980712396951315,0.48201438848920863,0.0117342270512016,0.0005352941604159501,0.2180194240474506,0.03143802905856224,0.005620375871279303,0.0008942248419806727,7.97788622838346e-05,0.0016239643517449052,0.15848144174975556,0.0,0.02617089648671096,0.018554578297554487,0.5268477652210599,"Non-Customer"
2109,0.0,"","","",0.0,"","","","","",0.0,0.0,"CATANZARO","CALABRIA","88100","",0.0,0.0,0.0,0.0,0.0,0.0,0.0047792231135100425,0.00034651684994216163,0.03119587815248985,0.007553658561530786,0.3165899144991983,0.0014855706688339655,0.0001437447660608005,0.011712311293390265,0.24111734716046235,0.0,0.0015951900376812856,0.005138207363306514,0.3783424375335937,"V-Bag"
4896,0.0,0.3410001891293341,0.054728855899831265,"",1.0,0.046875,0.003745318352059925,"(20, 30]","",0.039066602684885064,1.0,0.0,"MANTOVA","LOMBARDIA","46010",0.2293750290789924,0.03598560575769693,0.052083333333333356,0.6747289407839866,0.11720385098367536,0.0,0.0,0.016171078551064373,0.0004190237358213695,0.010784138433347102,0.017823494192937054,0.01497839114331514,0.0009068929283816883,0.00027006725854066,0.0013080261499388336,0.5120374210859495,0.0,0.016957761682764673,0.1178659284110477,0.29047777642689193,"Non-Customer"
10218,0.0,0.062034421538780665,0.06043400048889302,"",1.0,0.24739583333333331,0.005867665418227216,"(30, 40]","",0.027887484911184205,1.0,0.0,"ANCONA","MARCHE","60123","",0.0,0.0,0.0,0.0,0.39586249805568524,0.5179856115107915,0.07986271118766995,0.0006098531096469801,0.053352470414645116,0.03133391362434068,0.004583084932821193,0.0012551668721766385,1.571919423743216e-07,0.03141544564306588,0.15681002451605602,0.0,0.0032225093050515154,0.002676805918868001,0.6348778572837157,"V-Bag"
8940,1.0,0.10856023769286618,0.01604084415525626,"",1.0,0.123046875,0.0008739076154806491,"(40, 50]",0.2891566265060241,0.015403495594647484,0.0,0.0,"VERONA","VENETO","37035",0.3006382801301418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Non-Customer"
7495,0.0,0.10856023769286618,0.01604084415525626,"",1.0,0.0078125,0.0,"(70, 80]","",0.0024894951800133306,0.0,0.0,"VICENZA","VENETO","36056",0.039632087090899666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Non-Customer"
94,0.0,0.10856023769286618,0.021567702975909833,"",1.0,0.05403645833333333,0.0,"(10, 20]","",0.019028999328957855,1.0,0.0,"NAPOLI","CAMPANIA","80060",0.17904099381828742,0.0,0.0,0.03669724770642202,0.10046044370029317,0.12443614870119772,0.11510791366906475,0.013849366268482332,0.00025137334366411067,0.08612431245778175,0.002238807350968093,0.18393511607930926,0.003871894445104306,0.00023722933866897382,0.004388556603690613,0.024568235187748592,0.0,0.0002648017657797782,0.0014855711673202616,0.6787847359914818,"Non-Customer"
11314,0.0,0.18610326461634197,0.021745988744318014,"",1.0,0.07877604166666666,0.00037453183520599247,"(30, 40]","",0.005167073347806562,0.0,0.0,"BERGAMO","LOMBARDIA","24048",0.039413354411709664,0.6807277089164335,0.9999999999999999,0.0,0.0,0.0,0.0,0.007970713712545196,0.0002121892660680941,0.05115193500998506,0.010412390033472527,0.0,0.0,0.00010766622309340884,0.0014538637976573394,0.2359378860201456,0.0,0.0226283894936064,0.012036953917729866,0.6580880125256965,"V-Pet"
10476,0.0,0.15508605384695165,0.010513985334602693,"",0.0,0.21614583333333331,0.008863920099875156,"(40, 50]",0.06024096385542169,0.012963864703314742,1.0,0.0,"COSENZA","CALABRIA","87012",0.13775742277842426,0.0,0.0,0.0,0.0,0.0,0.0,0.0008143732309987118,0.0,0.10056881478157267,0.0,0.0,0.0,3.896433201709659e-05,6.502989508087169e-06,0.7879017934773805,0.0,0.001830890103245048,5.197450620964343e-05,0.10878668657906823,"Non-Customer"
11118,0.0,0.26345716220585813,0.09038600958146721,"",1.0,0.057291666666666664,0.0017478152309612983,"(20, 30]","",0.029788471333562477,0.0,0.0,"","","43122",0.2419554541905667,0.0,0.0,0.24353628023352794,0.2846379238174973,0.0,0.007194244604316547,0.024235694731672874,0.0023499153989270426,0.06234910164210807,0.02787452107704773,0.09000650411882398,0.0005940408516239058,0.001845827868502765,0.0073359771380822735,0.34549070519874553,0.0,0.0012044291713670205,1.3409123765219647e-05,0.4366998736793336,"Non-Customer"
8826,1.0,0.34669237198689523,0.0615037150993421,"",1.0,0.011067708333333332,0.0,"(60, 70]",0.14457831325301207,0.029548405800206484,0.0,1.0,"ROMA","LAZIO","00181",0.2781905902721089,0.0,0.0,0.0,0.0,0.0,0.0,0.016304617512404758,3.8883074670075774e-07,0.029390365295234932,0.0013192605163936276,0.0,0.0,3.7862886012393516e-05,0.008398241579211103,0.04655657619507904,0.0,0.01491895681989836,0.02152525047132306,0.8615484798936959,"V-Bag"
8640,1.0,0.23262908077042752,0.054728855899831265,"",1.0,0.025390625,0.0017478152309612983,"(40, 50]","",0.021125051166466763,1.0,0.0,"TORINO","PIEMONTE","10064",0.17247248494421474,0.0,0.0,0.0,0.0,0.0,0.0,0.050515361871644834,0.0001677985080388687,0.14539352523494622,0.007453709767782391,0.0005138654641390759,0.0,0.00016060467155443628,0.02812805867345328,0.18008688830276728,0.0,0.006840647469191186,0.002265248745911987,0.5784742912905705,"V-Pet"
7364,0.0,0.15508605384695165,0.0561551420470967,"",1.0,0.05208333333333333,0.015605493133583021,"(10, 20]","",0.054073402144761425,1.0,0.0,"","","",0.037783224924351176,1.0,0.6380208333333337,0.0,0.0,0.05832944470368643,0.08633093525179857,0.030663498558944777,0.0009328124470346972,0.033310363946383086,0.008469174362868299,0.043646714284217264,0.0013621399180533016,0.00018618055162494544,0.006626902859539254,0.4599762592248654,0.0,0.0006141653798427368,0.015172610111790497,0.39903917835483577,"Non-Customer"
2527,0.0,0.2789657675905533,0.021567702975909833,"",1.0,0.08072916666666666,0.0008739076154806491,"(40, 50]",0.10843373493975905,0.0006424505567507065,0.0,0.0,"AVELLINO","CAMPANIA","83026",0.055224047890975216,0.0,0.0,0.0,0.0,0.0,0.0,0.008489685561295377,0.0,0.0,0.0,0.0,0.002684308556510006,0.0,0.0,0.004346828839916314,0.0,0.0,0.00022319462185489664,0.9842559824204234,"Non-Customer"
7219,0.0,"","","",1.0,0.150390625,0.0,"(40, 50]","",0.015820478106553168,1.0,1.0,"","","",0.04431439998018153,0.0,0.0,0.0,0.0,0.04199720018665423,0.1510791366906475,0.01257312725247505,0.0008751507763951948,0.02887823264529165,0.00014748183674838286,2.9972497310590597e-06,0.0,2.0601777154933774e-07,0.0034273301781938105,0.5245213738994248,0.0,0.033991581017999824,0.041809727993050286,0.3537727911329184,"Non-Customer"
10103,0.0,0.20161187000103717,0.010513985334602693,"",0.0,0.08854166666666666,0.0,"(70, 80]","",0.003958731577385287,0.0,0.0,"GENOVA","LIGURIA","16152",0.06547753661025492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Non-Customer"
5287,0.0,0.2326290807704275,0.005526858820653571,"",1.0,0.022786458333333332,0.0,"(50, 60]",0.3132530120481928,0.004958202842608732,0.0,0.0,"CREMONA","LOMBARDIA","26040",0.08910496473702981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Non-Customer"
219,1.0,0.15508605384695165,0.010513985334602693,"",1.0,0.0078125,0.0,"(50, 60]",0.20481927710843376,0.014218891941025625,0.0,0.0,"CAGLIARI","SARDEGNA","09045",0.2512956986835151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Non-Customer"
9948,1.0,0.10856023769286618,0.01604084415525626,"",1.0,0.13346354166666666,0.0,"(40, 50]",0.2891566265060241,0.02150594160637752,0.0,0.0,"FROSINONE","LAZIO","03014",0.22422790838509185,0.0,0.0,0.0,0.0,0.0,0.0,0.001972496211406715,0.00011884085717126636,0.023922307431082486,0.002234337452816738,2.5577259960571344e-06,0.0,1.90292841989798e-05,0.002230140130781658,0.6741001683634229,0.0,0.0017718023703541328,0.0029221690818810623,0.2907061510908879,"Non-Customer"
2684,0.0,0.23262908077042752,0.06186028663615847,"",1.0,0.037109375,0.007865168539325843,"(30, 40]","",0.061286953509442105,0.0,0.0,"CATANIA","SICILIA","95030",0.1722982098506649,0.0,0.0,0.0,0.0,0.0,0.0,0.009051269974740504,3.643665875178197e-05,0.01754519184361496,0.0006036455319705668,8.690234309651815e-06,0.0,2.782879316491136e-06,0.00019261090681802452,0.3517643534181048,0.0,0.002971194355587655,0.0015368590135882505,0.6162869651831973,"Non-Customer"
9842,0.0,0.30998297835994365,0.054728855899831265,"",0.0,0.11197916666666666,0.0014981273408239699,"(40, 50]","",0.026516959815730903,1.0,0.0,"LA SPEZIA","LIGURIA","19134",0.016378217091932226,0.0,0.0,0.0,0.0,0.0,0.0,0.08786215131775119,0.001495825374410192,0.07189676414043783,0.000867307772860578,0.005450746734467525,0.0011357027105124054,0.0,0.017645258228208532,0.3025649107533397,0.0,0.00042491848264441623,1.742735005760718e-06,0.5106546717503618,"V-Bag"
12200,0.0,0.18610326461634205,0.01604084415525626,"",1.0,0.029296875,0.0,"(60, 70]","",0.001841890105874059,1.0,0.0,"NUORO","SARDEGNA","08020",0.05957558608689646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"V-Pet"
28,1.0,"","","",1.0,0.007161458333333333,0.0,"(60, 70]",0.27710843373493976,0.0015072415386890104,1.0,0.0,"TRENTO","TRENTINO-ALTO ADIGE","38022",0.024152406527000417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"V-Pet"
7855,0.0,0.15508605384695165,0.004987126513949121,"",1.0,0.0234375,0.0,"(40, 50]",0.2168674698795181,0.00017985807925408121,1.0,0.0,"MASSA-CARRARA","TOSCANA","54010",0.0684220279343822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Non-Customer"
8017,0.0,0.23262908077042752,0.054728855899831265,"",1.0,0.27408854166666663,0.0007490636704119849,"(20, 30]","",0.0586911798346072,1.0,0.0,"MILANO","LOMBARDIA","20124",0.15773444468042752,0.0,0.0,0.0,0.0,0.12210297091305027,0.2589928057553957,0.009678768312626831,0.015592206906802648,0.013877131284337728,0.004390101544966939,0.01645352418107894,0.001189421326518615,1.1928584351006827e-05,0.032228076018967704,0.35132945553776884,0.0,0.0002740950587455662,0.0008459113234968428,0.5541293799203383,"V-Bag"
1314,1.0,0.15508605384695165,0.03814827943787055,"",1.0,0.07356770833333333,0.0,"(20, 30]",0.5783132530120483,0.015530959847718887,0.0,0.0,"COMO","LOMBARDIA","22078",0.1860862341581601,0.0,0.0,0.0,0.0,0.0,0.0,0.10510869991047808,3.189428362922857e-05,0.02546978480616903,0.0031552140222455014,3.439636258773132e-05,0.0,0.0002512727859381901,0.005002626208820921,0.2434092611027665,0.0,0.0023132966470608184,0.001651959453152557,0.6135715944171514,"Non-Customer"
6032,0.0,0.15508605384695165,0.054728855899831265,"",1.0,0.11393229166666666,0.00012484394506866417,"(20, 30]","",0.05314736460419989,1.0,0.0,"MODENA","EMILIA-ROMAGNA","41012",0.03547317130439125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"V-Bag"
4949,0.0,0.18610326461634205,0.01604084415525626,"",1.0,0.035807291666666664,0.00012484394506866417,"(50, 60]",0.13090830843373497,0.0030816110357609248,1.0,0.0,"BERGAMO","LOMBARDIA","24020",0.05596064997352874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"V-Pet"
12082,1.0,0.15508605384695165,0.03814827943787055,"",1.0,0.13346354166666666,0.00024968789013732833,"(40, 50]","",0.03561595694235905,0.0,0.0,"PISA","TOSCANA","56041",0.2594537924726577,0.005997600959616154,0.0,0.0,0.0,0.0435526520454192,0.05755395683453238,0.010053043093558069,0.0,0.024985838483051092,0.0008928609529408681,0.0,0.0,5.402430028193932e-06,0.0008986782253149769,0.7953408302281849,0.0,0.00597961972995614,0.0020359332317187767,0.1598077936252469,"V-Pet"
9751,0.0,0.15508605384695165,0.03814827943787055,"",1.0,0.045572916666666664,0.0,"(40, 50]",0.13253012048192772,0.0030647641890019692,0.0,0.0,"SIRACUSA","SICILIA","96018",0.06609066145613897,0.0,0.0,0.0,0.0,0.0,0.0,0.011248669779488869,0.0006757908863830138,0.1244966382441916,0.003325675751710883,0.0,6.800905422615608e-05,0.00021024506718505645,7.609696167094539e-05,0.4395381193865609,0.0,0.0035076141077529733,0.003261190562670645,0.4135919501981589,"Non-Customer"
8908,0.0,0.23262908077042752,0.022993989123175268,"",1.0,0.05598958333333333,0.0004993757802746567,"(50, 60]","",0.01816736043716081,1.0,0.0,"VERONA","VENETO","37132",0.30655821453358817,0.0,0.0,0.024186822351959965,0.12557555462536646,0.36708663866853325,0.30935251798561153,0.015677633361396232,4.833159736291371e-05,0.14540198243086128,0.004679576595872955,2.8636049231020202e-05,0.0,8.516204970486573e-05,0.023028339755153098,0.19922352157314552,0.0,0.004751427065355936,0.029190759725361764,0.5778846297965544,"V-Bag"
644,1.0,0.16796515139498136,0.10999744410636697,"",1.0,0.056640625,0.0018726591760299626,"(30, 40]","",0.02958897347351961,1.0,0.0,"CATANIA","SICILIA","95121",0.10733906789873324,0.0,0.2213541666666668,0.08256880733944953,0.15906236919213085,0.0979934671021932,0.18705035971223022,0.011147165476210624,5.901408887185656e-05,0.0589898343442784,0.006400346610241009,0.00046783404008486954,0.0,0.00031528951834532744,0.0004044430166275838,0.19203419961060675,0.0,0.0017528432324338038,0.0013647924756171265,0.7270642375866826,"V-Bag"
2874,1.0,0.15508605384695165,0.10999744410636697,"",1.0,0.057291666666666664,0.002122347066167291,"(20, 30]",0.6265060240963857,0.03659078021325476,0.0,0.0,"","","",0.01619288709683165,0.0,0.0,0.0,0.0,0.0,0.0,0.0069772930936616035,0.0005455224035177532,0.020762720486848445,1.5411758725863697e-05,0.0019011955198178676,0.00025762454372580865,2.6244033583205994e-05,0.0019221104769020921,0.6090842140641378,0.0,6.078748096270632e-05,0.0,0.3584468761381168,"Non-Customer"
2350,1.0,0.2851582280411692,0.027272847564971583,"",1.0,0.205078125,0.0006242197253433209,"(30, 40]","",0.032537417802990215,1.0,0.0,"NAPOLI","CAMPANIA","80055",0.05958329395794468,0.0,0.0,0.0,0.0,0.37797480167988806,0.5683453237410072,0.10265213434536903,0.0002709549352270601,0.08264011595811037,0.017912477478019984,0.009012848493152864,0.0014371239483068475,0.0005861048481643607,0.003696895708762781,0.5251773364275905,0.0,0.01604156850110259,0.015814905042721362,0.2247575343134723,"V-Bag"
3370,0.0,0.18610326461634205,0.010513985334602693,"",1.0,0.007161458333333333,0.00024968789013732833,"(20, 30]","",0.036199835524575556,0.0,0.0,"BRESCIA","LOMBARDIA","25040",0.07944009743372113,0.0,0.0,1.0,1.0,0.020998600093327116,0.04316546762589929,0.019271511125985945,0.00011344059217751541,0.014997351369004866,0.005528020050780423,0.010504672293346605,5.855568640304436e-06,0.002334454058955437,0.002198649032333816,0.1934089766742855,4.869116506555571e-07,0.003887765017907951,0.0031632780174288945,0.7445855392875022,"Non-Customer"
